data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2019,3,Region 9,Methamphetamine,12 month-ending,03/31/2019,"3,602",
01/05/2025,2019,4,Region 9,Methamphetamine,12 month-ending,04/30/2019,"3,649",
01/05/2025,2019,5,Region 9,Methamphetamine,12 month-ending,05/31/2019,"3,717",
01/05/2025,2019,6,Region 9,Methamphetamine,12 month-ending,06/30/2019,"3,796",
01/05/2025,2019,7,Region 9,Methamphetamine,12 month-ending,07/31/2019,"3,836",
01/05/2025,2019,8,Region 9,Methamphetamine,12 month-ending,08/31/2019,"3,874",
01/05/2025,2019,9,Region 9,Methamphetamine,12 month-ending,09/30/2019,"3,955",
01/05/2025,2019,10,Region 9,Methamphetamine,12 month-ending,10/31/2019,"4,026",
01/05/2025,2019,11,Region 9,Methamphetamine,12 month-ending,11/30/2019,"4,089",
01/05/2025,2019,12,Region 9,Methamphetamine,12 month-ending,12/31/2019,"4,098",
01/05/2025,2020,1,Region 9,Methamphetamine,12 month-ending,01/31/2020,"4,144",
01/05/2025,2020,2,Region 9,Methamphetamine,12 month-ending,02/29/2020,"4,214",
01/05/2025,2020,3,Region 9,Methamphetamine,12 month-ending,03/31/2020,"4,342",
01/05/2025,2020,4,Region 9,Methamphetamine,12 month-ending,04/30/2020,"4,464",
01/05/2025,2020,5,Region 9,Methamphetamine,12 month-ending,05/31/2020,"4,647",
01/05/2025,2020,6,Region 9,Methamphetamine,12 month-ending,06/30/2020,"4,846",
01/05/2025,2020,7,Region 9,Methamphetamine,12 month-ending,07/31/2020,"5,105",
01/05/2025,2020,8,Region 9,Methamphetamine,12 month-ending,08/31/2020,"5,476",
01/05/2025,2020,9,Region 9,Methamphetamine,12 month-ending,09/30/2020,"5,656",
01/05/2025,2020,10,Region 9,Methamphetamine,12 month-ending,10/31/2020,"5,850",
01/05/2025,2020,11,Region 9,Methamphetamine,12 month-ending,11/30/2020,"6,023",
01/05/2025,2020,12,Region 9,Methamphetamine,12 month-ending,12/31/2020,"6,261",
01/05/2025,2021,1,Region 9,Methamphetamine,12 month-ending,01/31/2021,"6,531",
01/05/2025,2021,2,Region 9,Methamphetamine,12 month-ending,02/28/2021,"6,703",
01/05/2025,2021,3,Region 9,Methamphetamine,12 month-ending,03/31/2021,"6,929",
01/05/2025,2021,4,Region 9,Methamphetamine,12 month-ending,04/30/2021,"7,104",
01/05/2025,2021,5,Region 9,Methamphetamine,12 month-ending,05/31/2021,"7,266",
01/05/2025,2021,6,Region 9,Methamphetamine,12 month-ending,06/30/2021,"7,419",
01/05/2025,2021,7,Region 9,Methamphetamine,12 month-ending,07/31/2021,"7,525",
01/05/2025,2021,8,Region 9,Methamphetamine,12 month-ending,08/31/2021,"7,532",
01/05/2025,2021,9,Region 9,Methamphetamine,12 month-ending,09/30/2021,"7,660",
01/05/2025,2021,10,Region 9,Methamphetamine,12 month-ending,10/31/2021,"7,786",
01/05/2025,2021,11,Region 9,Methamphetamine,12 month-ending,11/30/2021,"7,872",
01/05/2025,2021,12,Region 9,Methamphetamine,12 month-ending,12/31/2021,"7,925",
01/05/2025,2022,1,Region 9,Methamphetamine,12 month-ending,01/31/2022,"7,928",
01/05/2025,2022,2,Region 9,Methamphetamine,12 month-ending,02/28/2022,"7,966",
01/05/2025,2022,3,Region 9,Methamphetamine,12 month-ending,03/31/2022,"7,937",
01/05/2025,2022,4,Region 9,Methamphetamine,12 month-ending,04/30/2022,"7,940",
01/05/2025,2022,5,Region 9,Methamphetamine,12 month-ending,05/31/2022,"7,911",
01/05/2025,2022,6,Region 9,Methamphetamine,12 month-ending,06/30/2022,"7,926",
01/05/2025,2022,7,Region 9,Methamphetamine,12 month-ending,07/31/2022,"8,001",
01/05/2025,2022,8,Region 9,Methamphetamine,12 month-ending,08/31/2022,"7,978",
01/05/2025,2022,9,Region 9,Methamphetamine,12 month-ending,09/30/2022,"8,098",
01/05/2025,2022,10,Region 9,Methamphetamine,12 month-ending,10/31/2022,"8,082",
01/05/2025,2022,11,Region 9,Methamphetamine,12 month-ending,11/30/2022,"8,123",
01/05/2025,2022,12,Region 9,Methamphetamine,12 month-ending,12/31/2022,"8,209",
01/05/2025,2023,1,Region 9,Methamphetamine,12 month-ending,01/31/2023,"8,295",
01/05/2025,2023,2,Region 9,Methamphetamine,12 month-ending,02/28/2023,"8,369",
01/05/2025,2023,3,Region 9,Methamphetamine,12 month-ending,03/31/2023,"8,491",
01/05/2025,2023,4,Region 9,Methamphetamine,12 month-ending,04/30/2023,"8,606",
01/05/2025,2023,5,Region 9,Methamphetamine,12 month-ending,05/31/2023,"8,731",
01/05/2025,2023,6,Region 9,Methamphetamine,12 month-ending,06/30/2023,"8,668",
01/05/2025,2023,7,Region 9,Methamphetamine,12 month-ending,07/31/2023,"8,848",
01/05/2025,2023,8,Region 9,Methamphetamine,12 month-ending,08/31/2023,"8,924",
01/05/2025,2023,9,Region 9,Methamphetamine,12 month-ending,09/30/2023,"8,816",
01/05/2025,2023,10,Region 9,Methamphetamine,12 month-ending,10/31/2023,"8,826",
01/05/2025,2023,11,Region 9,Methamphetamine,12 month-ending,11/30/2023,"8,745",
01/05/2025,2023,12,Region 9,Methamphetamine,12 month-ending,12/31/2023,"8,671",
01/05/2025,2024,1,Region 9,Methamphetamine,12 month-ending,01/31/2024,"8,561",
01/05/2025,2024,2,Region 9,Methamphetamine,12 month-ending,02/29/2024,"8,539",
01/05/2025,2024,3,Region 9,Methamphetamine,12 month-ending,03/31/2024,"8,460",
01/05/2025,2024,4,Region 9,Methamphetamine,12 month-ending,04/30/2024,"8,306",
01/05/2025,2024,5,Region 9,Methamphetamine,12 month-ending,05/31/2024,"8,140",
01/05/2025,2024,6,Region 9,Methamphetamine,12 month-ending,06/30/2024,"8,169",
01/05/2025,2019,1,Region 10,Methamphetamine,12 month-ending,01/31/2019,844,
01/05/2025,2019,2,Region 10,Methamphetamine,12 month-ending,02/28/2019,873,
01/05/2025,2019,3,Region 10,Methamphetamine,12 month-ending,03/31/2019,885,
01/05/2025,2019,4,Region 10,Methamphetamine,12 month-ending,04/30/2019,887,
01/05/2025,2019,5,Region 10,Methamphetamine,12 month-ending,05/31/2019,877,
01/05/2025,2019,6,Region 10,Methamphetamine,12 month-ending,06/30/2019,909,
01/05/2025,2019,7,Region 10,Methamphetamine,12 month-ending,07/31/2019,925,
01/05/2025,2019,8,Region 10,Methamphetamine,12 month-ending,08/31/2019,933,
01/05/2025,2019,9,Region 10,Methamphetamine,12 month-ending,09/30/2019,960,
01/05/2025,2019,10,Region 10,Methamphetamine,12 month-ending,10/31/2019,988,
01/05/2025,2019,11,Region 10,Methamphetamine,12 month-ending,11/30/2019,986,
01/05/2025,2019,12,Region 10,Methamphetamine,12 month-ending,12/31/2019,978,
01/05/2025,2020,1,Region 10,Methamphetamine,12 month-ending,01/31/2020,974,
01/05/2025,2020,2,Region 10,Methamphetamine,12 month-ending,02/29/2020,974,
01/05/2025,2020,3,Region 10,Methamphetamine,12 month-ending,03/31/2020,991,
01/05/2025,2020,4,Region 10,Methamphetamine,12 month-ending,04/30/2020,"1,022",
01/05/2025,2020,5,Region 10,Methamphetamine,12 month-ending,05/31/2020,"1,080",
01/05/2025,2020,6,Region 10,Methamphetamine,12 month-ending,06/30/2020,"1,104",
01/05/2025,2020,7,Region 10,Methamphetamine,12 month-ending,07/31/2020,"1,112",
01/05/2025,2020,8,Region 10,Methamphetamine,12 month-ending,08/31/2020,"1,143",
01/05/2025,2020,9,Region 10,Methamphetamine,12 month-ending,09/30/2020,"1,153",
01/05/2025,2020,10,Region 10,Methamphetamine,12 month-ending,10/31/2020,"1,161",
01/05/2025,2020,11,Region 10,Methamphetamine,12 month-ending,11/30/2020,"1,190",
01/05/2025,2020,12,Region 10,Methamphetamine,12 month-ending,12/31/2020,"1,229",
01/05/2025,2021,1,Region 10,Methamphetamine,12 month-ending,01/31/2021,"1,291",
01/05/2025,2021,2,Region 10,Methamphetamine,12 month-ending,02/28/2021,"1,336",
01/05/2025,2021,3,Region 10,Methamphetamine,12 month-ending,03/31/2021,"1,400",
01/05/2025,2021,4,Region 10,Methamphetamine,12 month-ending,04/30/2021,"1,475",
01/05/2025,2021,5,Region 10,Methamphetamine,12 month-ending,05/31/2021,"1,543",
01/05/2025,2021,6,Region 10,Methamphetamine,12 month-ending,06/30/2021,"1,605",
01/05/2025,2021,7,Region 10,Methamphetamine,12 month-ending,07/31/2021,"1,686",
01/05/2025,2021,8,Region 10,Methamphetamine,12 month-ending,08/31/2021,"1,770",
01/05/2025,2021,9,Region 10,Methamphetamine,12 month-ending,09/30/2021,"1,836",
01/05/2025,2021,10,Region 10,Methamphetamine,12 month-ending,10/31/2021,"1,920",
01/05/2025,2021,11,Region 10,Methamphetamine,12 month-ending,11/30/2021,"1,984",
01/05/2025,2021,12,Region 10,Methamphetamine,12 month-ending,12/31/2021,"2,021",
01/05/2025,2022,1,Region 10,Methamphetamine,12 month-ending,01/31/2022,"2,040",
01/05/2025,2022,2,Region 10,Methamphetamine,12 month-ending,02/28/2022,"2,068",
01/05/2025,2022,3,Region 10,Methamphetamine,12 month-ending,03/31/2022,"2,077",
01/05/2025,2022,4,Region 10,Methamphetamine,12 month-ending,04/30/2022,"2,063",
01/05/2025,2022,5,Region 10,Methamphetamine,12 month-ending,05/31/2022,"2,055",
01/05/2025,2022,6,Region 10,Methamphetamine,12 month-ending,06/30/2022,"2,060",
01/05/2025,2022,7,Region 10,Methamphetamine,12 month-ending,07/31/2022,"2,089",
01/05/2025,2022,8,Region 10,Methamphetamine,12 month-ending,08/31/2022,"2,107",
01/05/2025,2022,9,Region 10,Methamphetamine,12 month-ending,09/30/2022,"2,115",
01/05/2025,2022,10,Region 10,Methamphetamine,12 month-ending,10/31/2022,"2,131",
01/05/2025,2022,11,Region 10,Methamphetamine,12 month-ending,11/30/2022,"2,210",
01/05/2025,2022,12,Region 10,Methamphetamine,12 month-ending,12/31/2022,"2,389",
01/05/2025,2023,1,Region 10,Methamphetamine,12 month-ending,01/31/2023,"2,497",
01/05/2025,2023,2,Region 10,Methamphetamine,12 month-ending,02/28/2023,"2,567",
01/05/2025,2023,3,Region 10,Methamphetamine,12 month-ending,03/31/2023,"2,702",
01/05/2025,2023,4,Region 10,Methamphetamine,12 month-ending,04/30/2023,"2,798",
01/05/2025,2023,5,Region 10,Methamphetamine,12 month-ending,05/31/2023,"2,891",
01/05/2025,2023,6,Region 10,Methamphetamine,12 month-ending,06/30/2023,"2,984",
01/05/2025,2023,7,Region 10,Methamphetamine,12 month-ending,07/31/2023,"3,080",
01/05/2025,2023,8,Region 10,Methamphetamine,12 month-ending,08/31/2023,"3,145",
01/05/2025,2023,9,Region 10,Methamphetamine,12 month-ending,09/30/2023,"3,255",
01/05/2025,2023,10,Region 10,Methamphetamine,12 month-ending,10/31/2023,"3,354",
01/05/2025,2023,11,Region 10,Methamphetamine,12 month-ending,11/30/2023,"3,410",
01/05/2025,2023,12,Region 10,Methamphetamine,12 month-ending,12/31/2023,"3,377",
01/05/2025,2024,1,Region 10,Methamphetamine,12 month-ending,01/31/2024,"3,419",
01/05/2025,2024,2,Region 10,Methamphetamine,12 month-ending,02/29/2024,"3,483",
01/05/2025,2024,3,Region 10,Methamphetamine,12 month-ending,03/31/2024,"3,481",
01/05/2025,2024,4,Region 10,Methamphetamine,12 month-ending,04/30/2024,"3,487",
01/05/2025,2024,5,Region 10,Methamphetamine,12 month-ending,05/31/2024,"3,456",
01/05/2025,2024,6,Region 10,Methamphetamine,12 month-ending,06/30/2024,"3,404",
01/05/2025,2019,1,Region 1,Cocaine,12 month-ending,01/31/2019,"1,455",
01/05/2025,2019,2,Region 1,Cocaine,12 month-ending,02/28/2019,"1,461",
01/05/2025,2019,3,Region 1,Cocaine,12 month-ending,03/31/2019,"1,470",
01/05/2025,2019,4,Region 1,Cocaine,12 month-ending,04/30/2019,"1,490",
01/05/2025,2019,5,Region 1,Cocaine,12 month-ending,05/31/2019,"1,480",
01/05/2025,2019,6,Region 1,Cocaine,12 month-ending,06/30/2019,"1,477",
01/05/2025,2019,7,Region 1,Cocaine,12 month-ending,07/31/2019,"1,492",
01/05/2025,2019,8,Region 1,Cocaine,12 month-ending,08/31/2019,"1,514",
01/05/2025,2019,9,Region 1,Cocaine,12 month-ending,09/30/2019,"1,526",
01/05/2025,2019,10,Region 1,Cocaine,12 month-ending,10/31/2019,"1,577",
01/05/2025,2019,11,Region 1,Cocaine,12 month-ending,11/30/2019,"1,612",
01/05/2025,2019,12,Region 1,Cocaine,12 month-ending,12/31/2019,"1,655",
01/05/2025,2020,1,Region 1,Cocaine,12 month-ending,01/31/2020,"1,671",
01/05/2025,2020,2,Region 1,Cocaine,12 month-ending,02/29/2020,"1,725",
01/05/2025,2020,3,Region 1,Cocaine,12 month-ending,03/31/2020,"1,765",
01/05/2025,2020,4,Region 1,Cocaine,12 month-ending,04/30/2020,"1,823",
01/05/2025,2020,5,Region 1,Cocaine,12 month-ending,05/31/2020,"1,891",
01/05/2025,2020,6,Region 1,Cocaine,12 month-ending,06/30/2020,"1,885",
01/05/2025,2020,7,Region 1,Cocaine,12 month-ending,07/31/2020,"1,924",
01/05/2025,2020,8,Region 1,Cocaine,12 month-ending,08/31/2020,"1,910",
01/05/2025,2020,9,Region 1,Cocaine,12 month-ending,09/30/2020,"1,914",
01/05/2025,2020,10,Region 1,Cocaine,12 month-ending,10/31/2020,"1,910",
01/05/2025,2020,11,Region 1,Cocaine,12 month-ending,11/30/2020,"1,908",
01/05/2025,2020,12,Region 1,Cocaine,12 month-ending,12/31/2020,"1,894",
01/05/2025,2021,1,Region 1,Cocaine,12 month-ending,01/31/2021,"1,925",
01/05/2025,2021,2,Region 1,Cocaine,12 month-ending,02/28/2021,"1,904",
01/05/2025,2021,3,Region 1,Cocaine,12 month-ending,03/31/2021,"1,944",
01/05/2025,2021,4,Region 1,Cocaine,12 month-ending,04/30/2021,"1,958",
01/05/2025,2021,5,Region 1,Cocaine,12 month-ending,05/31/2021,"1,962",
01/05/2025,2021,6,Region 1,Cocaine,12 month-ending,06/30/2021,"2,017",
01/05/2025,2021,7,Region 1,Cocaine,12 month-ending,07/31/2021,"2,023",
01/05/2025,2021,8,Region 1,Cocaine,12 month-ending,08/31/2021,"2,100",
01/05/2025,2021,9,Region 1,Cocaine,12 month-ending,09/30/2021,"2,178",
01/05/2025,2021,10,Region 1,Cocaine,12 month-ending,10/31/2021,"2,239",
01/05/2025,2021,11,Region 1,Cocaine,12 month-ending,11/30/2021,"2,307",
01/05/2025,2021,12,Region 1,Cocaine,12 month-ending,12/31/2021,"2,379",
01/05/2025,2022,1,Region 1,Cocaine,12 month-ending,01/31/2022,"2,407",
01/05/2025,2022,2,Region 1,Cocaine,12 month-ending,02/28/2022,"2,472",
01/05/2025,2022,3,Region 1,Cocaine,12 month-ending,03/31/2022,"2,499",
01/05/2025,2022,4,Region 1,Cocaine,12 month-ending,04/30/2022,"2,523",
01/05/2025,2022,5,Region 1,Cocaine,12 month-ending,05/31/2022,"2,528",
01/05/2025,2022,6,Region 1,Cocaine,12 month-ending,06/30/2022,"2,523",
01/05/2025,2022,7,Region 1,Cocaine,12 month-ending,07/31/2022,"2,543",
01/05/2025,2022,8,Region 1,Cocaine,12 month-ending,08/31/2022,"2,539",
01/05/2025,2022,9,Region 1,Cocaine,12 month-ending,09/30/2022,"2,531",
01/05/2025,2022,10,Region 1,Cocaine,12 month-ending,10/31/2022,"2,579",
01/05/2025,2022,11,Region 1,Cocaine,12 month-ending,11/30/2022,"2,600",
01/05/2025,2022,12,Region 1,Cocaine,12 month-ending,12/31/2022,"2,597",
01/05/2025,2023,1,Region 1,Cocaine,12 month-ending,01/31/2023,"2,637",
01/05/2025,2023,2,Region 1,Cocaine,12 month-ending,02/28/2023,"2,661",
01/05/2025,2023,3,Region 1,Cocaine,12 month-ending,03/31/2023,"2,661",
01/05/2025,2023,4,Region 1,Cocaine,12 month-ending,04/30/2023,"2,671",
01/05/2025,2023,5,Region 1,Cocaine,12 month-ending,05/31/2023,"2,693",
01/05/2025,2023,6,Region 1,Cocaine,12 month-ending,06/30/2023,"2,733",
01/05/2025,2023,7,Region 1,Cocaine,12 month-ending,07/31/2023,"2,741",
01/05/2025,2023,8,Region 1,Cocaine,12 month-ending,08/31/2023,"2,745",
01/05/2025,2023,9,Region 1,Cocaine,12 month-ending,09/30/2023,"2,759",
01/05/2025,2023,10,Region 1,Cocaine,12 month-ending,10/31/2023,"2,689",
01/05/2025,2023,11,Region 1,Cocaine,12 month-ending,11/30/2023,"2,665",
01/05/2025,2023,12,Region 1,Cocaine,12 month-ending,12/31/2023,"2,672",
01/05/2025,2024,1,Region 1,Cocaine,12 month-ending,01/31/2024,"2,640",
01/05/2025,2024,2,Region 1,Cocaine,12 month-ending,02/29/2024,"2,592",
01/05/2025,2024,3,Region 1,Cocaine,12 month-ending,03/31/2024,"2,581",
01/05/2025,2024,4,Region 1,Cocaine,12 month-ending,04/30/2024,"2,520",
01/05/2025,2024,5,Region 1,Cocaine,12 month-ending,05/31/2024,"2,461",
01/05/2025,2024,6,Region 1,Cocaine,12 month-ending,06/30/2024,"2,407",
01/05/2025,2019,1,Region 2,Cocaine,12 month-ending,01/31/2019,"2,231",
01/05/2025,2019,2,Region 2,Cocaine,12 month-ending,02/28/2019,"2,276",
01/05/2025,2019,3,Region 2,Cocaine,12 month-ending,03/31/2019,"2,246",
01/05/2025,2019,4,Region 2,Cocaine,12 month-ending,04/30/2019,"2,233",
01/05/2025,2019,5,Region 2,Cocaine,12 month-ending,05/31/2019,"2,206",
01/05/2025,2019,6,Region 2,Cocaine,12 month-ending,06/30/2019,"2,175",
01/05/2025,2019,7,Region 2,Cocaine,12 month-ending,07/31/2019,"2,189",
01/05/2025,2019,8,Region 2,Cocaine,12 month-ending,08/31/2019,"2,198",
01/05/2025,2019,9,Region 2,Cocaine,12 month-ending,09/30/2019,"2,205",
01/05/2025,2019,10,Region 2,Cocaine,12 month-ending,10/31/2019,"2,199",
01/05/2025,2019,11,Region 2,Cocaine,12 month-ending,11/30/2019,"2,248",
01/05/2025,2019,12,Region 2,Cocaine,12 month-ending,12/31/2019,"2,299",
01/05/2025,2020,1,Region 2,Cocaine,12 month-ending,01/31/2020,"2,372",
01/05/2025,2020,2,Region 2,Cocaine,12 month-ending,02/29/2020,"2,406",
01/05/2025,2020,3,Region 2,Cocaine,12 month-ending,03/31/2020,"2,478",
01/05/2025,2020,4,Region 2,Cocaine,12 month-ending,04/30/2020,"2,526",
01/05/2025,2020,5,Region 2,Cocaine,12 month-ending,05/31/2020,"2,623",
01/05/2025,2020,6,Region 2,Cocaine,12 month-ending,06/30/2020,"2,707",
01/05/2025,2020,7,Region 2,Cocaine,12 month-ending,07/31/2020,"2,737",
01/05/2025,2020,8,Region 2,Cocaine,12 month-ending,08/31/2020,"2,738",
01/05/2025,2020,9,Region 2,Cocaine,12 month-ending,09/30/2020,"2,796",
01/05/2025,2020,10,Region 2,Cocaine,12 month-ending,10/31/2020,"2,794",
01/05/2025,2020,11,Region 2,Cocaine,12 month-ending,11/30/2020,"2,788",
01/05/2025,2020,12,Region 2,Cocaine,12 month-ending,12/31/2020,"2,764",
01/05/2025,2021,1,Region 2,Cocaine,12 month-ending,01/31/2021,"2,832",
01/05/2025,2021,2,Region 2,Cocaine,12 month-ending,02/28/2021,"2,830",
01/05/2025,2021,3,Region 2,Cocaine,12 month-ending,03/31/2021,"2,894",
01/05/2025,2021,4,Region 2,Cocaine,12 month-ending,04/30/2021,"2,948",
01/05/2025,2021,5,Region 2,Cocaine,12 month-ending,05/31/2021,"2,943",
01/05/2025,2021,6,Region 2,Cocaine,12 month-ending,06/30/2021,"2,983",
01/05/2025,2021,7,Region 2,Cocaine,12 month-ending,07/31/2021,"3,048",
01/05/2025,2021,8,Region 2,Cocaine,12 month-ending,08/31/2021,"3,181",
01/05/2025,2021,9,Region 2,Cocaine,12 month-ending,09/30/2021,"3,281",
01/05/2025,2021,10,Region 2,Cocaine,12 month-ending,10/31/2021,"3,419",
01/05/2025,2021,11,Region 2,Cocaine,12 month-ending,11/30/2021,"3,512",
01/05/2025,2021,12,Region 2,Cocaine,12 month-ending,12/31/2021,"3,602",
01/05/2025,2022,1,Region 2,Cocaine,12 month-ending,01/31/2022,"3,639",
01/05/2025,2022,2,Region 2,Cocaine,12 month-ending,02/28/2022,"3,723",
01/05/2025,2022,3,Region 2,Cocaine,12 month-ending,03/31/2022,"3,723",
01/05/2025,2022,4,Region 2,Cocaine,12 month-ending,04/30/2022,"3,775",
01/05/2025,2022,5,Region 2,Cocaine,12 month-ending,05/31/2022,"3,804",
01/05/2025,2022,6,Region 2,Cocaine,12 month-ending,06/30/2022,"3,852",
01/05/2025,2022,7,Region 2,Cocaine,12 month-ending,07/31/2022,"3,909",
01/05/2025,2022,8,Region 2,Cocaine,12 month-ending,08/31/2022,"3,926",
01/05/2025,2022,9,Region 2,Cocaine,12 month-ending,09/30/2022,"3,953",
01/05/2025,2022,10,Region 2,Cocaine,12 month-ending,10/31/2022,"4,009",
01/05/2025,2022,11,Region 2,Cocaine,12 month-ending,11/30/2022,"4,088",
01/05/2025,2022,12,Region 2,Cocaine,12 month-ending,12/31/2022,"4,197",
01/05/2025,2023,1,Region 2,Cocaine,12 month-ending,01/31/2023,"4,285",
01/05/2025,2023,2,Region 2,Cocaine,12 month-ending,02/28/2023,"4,337",
01/05/2025,2023,3,Region 2,Cocaine,12 month-ending,03/31/2023,"4,424",
01/05/2025,2023,4,Region 2,Cocaine,12 month-ending,04/30/2023,"4,542",
01/05/2025,2023,5,Region 2,Cocaine,12 month-ending,05/31/2023,"4,643",
01/05/2025,2023,6,Region 2,Cocaine,12 month-ending,06/30/2023,"4,672",
01/05/2025,2023,7,Region 2,Cocaine,12 month-ending,07/31/2023,"4,681",
01/05/2025,2023,8,Region 2,Cocaine,12 month-ending,08/31/2023,"4,754",
01/05/2025,2023,9,Region 2,Cocaine,12 month-ending,09/30/2023,"4,710",
01/05/2025,2023,10,Region 2,Cocaine,12 month-ending,10/31/2023,"4,692",
01/05/2025,2023,11,Region 2,Cocaine,12 month-ending,11/30/2023,"4,652",
01/05/2025,2023,12,Region 2,Cocaine,12 month-ending,12/31/2023,"4,605",
01/05/2025,2024,1,Region 2,Cocaine,12 month-ending,01/31/2024,"4,564",
01/05/2025,2024,2,Region 2,Cocaine,12 month-ending,02/29/2024,"4,530",
01/05/2025,2024,3,Region 2,Cocaine,12 month-ending,03/31/2024,"4,414",
01/05/2025,2024,4,Region 2,Cocaine,12 month-ending,04/30/2024,"4,276",
01/05/2025,2024,5,Region 2,Cocaine,12 month-ending,05/31/2024,"4,111",
01/05/2025,2024,6,Region 2,Cocaine,12 month-ending,06/30/2024,"3,968",
01/05/2025,2019,1,Region 3,Cocaine,12 month-ending,01/31/2019,"2,931",
01/05/2025,2019,2,Region 3,Cocaine,12 month-ending,02/28/2019,"2,936",
01/05/2025,2019,3,Region 3,Cocaine,12 month-ending,03/31/2019,"2,922",
01/05/2025,2019,4,Region 3,Cocaine,12 month-ending,04/30/2019,"2,887",
01/05/2025,2019,5,Region 3,Cocaine,12 month-ending,05/31/2019,"2,838",
01/05/2025,2019,6,Region 3,Cocaine,12 month-ending,06/30/2019,"2,828",
01/05/2025,2019,7,Region 3,Cocaine,12 month-ending,07/31/2019,"2,799",
01/05/2025,2019,8,Region 3,Cocaine,12 month-ending,08/31/2019,"2,835",
01/05/2025,2019,9,Region 3,Cocaine,12 month-ending,09/30/2019,"2,855",
01/05/2025,2019,10,Region 3,Cocaine,12 month-ending,10/31/2019,"2,902",
